,fulfilment,shipment_service_level,category,size,amount,shipping_state,rejected,region
6978,1,1,4,8,969.0,16,0,4
6979,1,1,4,6,654.0,20,0,5
6986,1,1,7,8,599.0,16,0,4
6991,1,1,7,7,380.0,1,1,4
6992,1,1,4,10,654.0,33,0,3
6993,1,1,4,7,1115.0,33,0,3
6998,1,1,5,8,599.0,20,0,5
7000,1,1,4,5,597.0,8,1,0
7002,1,1,4,0,888.0,20,0,5
7004,1,1,7,8,458.0,31,0,4
7005,1,1,4,10,582.0,1,0,4
7006,1,1,4,0,599.0,1,0,4
7007,1,1,3,4,856.19,20,1,5
7009,1,1,5,8,512.0,19,0,0
7010,1,1,4,7,666.0,15,0,4
7012,0,0,5,5,487.0,9,1,4
7015,1,1,4,8,969.0,27,0,3
7023,1,1,7,7,399.0,20,0,5
7028,1,1,4,7,626.0,1,0,4
7029,1,1,7,6,399.0,20,0,5
7030,1,1,7,10,295.0,33,0,3
7032,1,1,5,6,574.0,10,0,5
7037,1,1,4,10,654.0,15,0,4
7038,1,1,4,8,631.0,27,0,3
7040,1,1,6,6,708.57,15,1,4
7041,1,1,4,6,626.0,20,0,5
7042,1,1,4,6,563.0,20,0,5
7043,1,1,7,6,549.0,20,0,5
7049,1,1,4,9,0.0,6,1,1
7050,1,1,4,8,1099.0,33,0,3
7053,1,1,7,5,280.0,33,0,3
7056,1,1,7,5,344.76,1,1,4
7057,0,0,7,9,0.0,4,1,1
7058,1,1,5,10,487.0,19,0,0
7059,1,1,7,6,380.0,20,1,5
7061,1,1,4,5,696.0,15,0,4
7062,1,1,4,9,654.0,33,0,3
7063,1,1,4,7,654.0,33,0,3
7064,1,1,0,8,665.0,20,0,5
7068,1,1,4,5,654.0,4,0,1
7069,1,1,7,7,368.0,33,0,3
7070,1,1,4,0,759.0,15,0,4
7074,1,1,4,10,495.0,20,0,5
7078,1,1,7,0,487.0,25,0,1
7079,1,1,7,0,442.0,25,0,1
7080,1,1,4,10,0.0,15,1,4
7082,0,0,4,9,0.0,16,1,4
7083,1,1,4,10,0.0,20,1,5
7084,1,1,7,0,0.0,20,1,5
7086,1,1,6,6,791.0,10,0,5
7089,0,0,7,6,442.0,30,1,4
7090,1,1,4,6,536.19,30,1,4
7097,1,1,7,0,442.0,16,0,4
7098,1,1,4,8,0.0,33,1,3
7099,1,1,7,0,432.0,20,0,5
7100,1,1,4,9,888.0,16,0,4
7102,1,1,4,6,613.0,20,0,5
7104,1,1,7,6,499.0,35,0,1
7106,1,1,5,5,574.0,15,0,4
7107,1,1,4,5,660.0,31,0,4
7110,1,1,6,0,690.0,30,0,4
7111,1,1,4,10,563.0,1,0,4
7112,1,1,6,7,0.0,15,0,4
7114,1,1,4,6,626.0,15,0,4
7117,1,1,7,8,475.0,35,0,1
7118,0,0,4,9,0.0,16,1,4
7119,0,0,4,9,0.0,16,1,4
7120,0,0,4,9,759.0,33,1,3
7121,1,1,7,5,344.76,1,1,4
7122,1,1,7,7,0.0,35,0,1
7123,1,1,4,7,680.95,28,1,5
7125,1,1,7,0,517.0,30,0,4
7126,1,1,6,8,0.0,8,1,0
7127,1,1,6,7,472.0,31,0,4
7128,1,1,5,6,563.0,31,0,4
7133,1,1,6,9,588.0,31,0,4
7136,1,1,0,8,665.0,20,0,5
7138,1,1,7,8,517.0,20,0,5
7139,1,1,4,10,635.0,25,0,1
7140,1,1,4,9,684.0,33,0,3
7141,0,0,7,5,0.0,31,1,4
7142,1,1,6,5,690.0,31,0,4
7144,1,1,7,6,399.0,33,0,3
7145,1,1,4,6,968.0,33,0,3
7147,1,1,6,6,744.0,16,0,4
7148,1,1,4,6,563.0,27,0,3
7152,1,1,7,5,499.0,30,0,4
7153,1,1,4,0,600.95,8,1,0
7156,1,1,7,9,299.0,31,0,4
7158,1,1,7,0,517.0,15,0,4
7159,1,1,4,6,597.0,28,0,5
7161,1,1,7,5,299.0,15,0,4
7166,1,1,7,5,635.0,20,0,5
7168,0,0,4,7,0.0,27,1,3
7170,1,1,7,8,399.0,20,1,5
7176,1,1,7,8,362.0,20,0,5
7177,1,1,7,9,380.0,11,1,3
7179,1,1,6,0,721.0,1,0,4
7180,1,1,7,9,376.0,15,0,4
7182,1,1,5,6,463.0,10,0,5
7184,1,1,6,5,708.57,30,1,4
7185,1,1,7,10,521.0,20,0,5
7187,1,1,4,10,1099.0,33,0,3
7190,1,1,4,8,1133.0,20,0,5
7194,1,1,7,10,487.0,20,0,5
7195,1,1,7,10,458.0,20,0,5
7196,1,1,7,10,517.0,20,0,5
7200,1,1,7,0,399.0,4,0,1
7201,1,1,4,0,635.0,4,0,1
7202,1,1,4,8,654.0,20,0,5
7203,1,1,6,10,771.0,8,0,0
7206,1,1,7,6,568.0,20,0,5
7207,1,1,7,6,399.0,19,0,0
7211,1,1,4,10,1099.0,33,0,3
7214,1,1,6,7,690.0,15,0,4
7215,1,1,4,5,597.0,10,0,5
7218,1,1,4,10,680.0,20,0,5
7219,1,1,4,6,631.0,8,0,0
7221,1,1,6,0,744.0,31,0,4
7222,1,1,6,0,744.0,31,0,4
7223,1,1,7,10,499.0,33,0,3
7227,1,1,4,8,824.0,14,0,1
7228,1,1,4,9,852.0,6,0,1
7229,1,1,6,8,899.0,15,0,4
7233,0,0,5,10,0.0,20,1,5
7234,1,1,7,6,295.0,31,0,4
7235,1,1,4,5,568.57,20,1,5
7240,1,1,7,5,399.0,16,0,4
7241,0,0,4,7,0.0,25,1,1
7243,1,1,4,9,570.48,30,1,4
7247,1,1,4,8,599.0,30,0,4
7251,1,1,7,8,533.0,31,0,4
7252,1,1,4,5,591.0,8,0,0
7253,1,1,6,5,818.1,15,1,4
7255,1,1,7,8,399.0,20,0,5
7256,1,1,4,8,0.0,1,0,4
7257,1,1,7,7,299.0,20,0,5
7260,1,1,4,6,641.0,4,0,1
7261,1,1,7,10,499.0,35,0,1
7265,1,1,7,0,517.0,12,0,3
7266,1,1,4,5,696.0,20,0,5
7268,1,1,7,8,568.0,31,0,4
7269,1,1,7,0,517.0,11,1,3
7271,1,1,4,5,597.0,1,0,4
7272,1,1,4,0,631.0,8,0,0
7273,1,1,7,0,280.95,34,1,3
7274,0,0,7,10,319.0,30,1,4
7278,1,1,4,5,737.0,20,0,5
7281,1,1,4,9,852.0,19,0,0
7282,1,1,7,8,652.38,19,1,0
7283,1,1,7,0,280.95,34,1,3
7288,1,1,7,8,399.0,30,0,4
7292,1,1,6,7,708.57,30,1,4
7295,1,1,7,10,368.0,30,0,4
7296,0,0,7,10,635.0,20,1,5
7300,0,0,7,10,0.0,24,1,2
7302,1,1,4,10,545.0,8,0,0
7304,0,0,6,5,0.0,27,1,3
7305,1,1,4,6,568.57,15,1,4
7309,0,0,5,0,625.0,16,1,4
7310,1,1,5,10,599.0,33,0,3
7313,1,1,7,0,685.0,27,0,3
7314,1,1,7,0,345.0,20,0,5
7315,1,1,4,5,852.0,8,0,0
7318,1,1,7,5,329.0,30,0,4
7323,1,1,4,6,626.0,15,0,4
7325,1,1,4,10,474.0,28,0,5
7327,1,1,5,7,440.95,31,1,4
7332,1,1,7,0,432.0,34,0,3
7334,1,1,7,5,0.0,35,1,1
7335,1,1,4,5,0.0,35,1,1
7336,1,1,4,7,967.0,1,0,4
7337,1,1,7,8,475.24,33,1,3
7338,1,1,7,5,399.0,35,0,1
7339,1,1,4,5,716.0,8,0,0
7340,1,1,4,5,597.0,33,0,3
7346,1,1,4,9,666.0,11,0,3
7350,1,1,4,8,0.0,31,1,4
7351,0,0,7,7,352.0,25,1,1
7352,0,0,7,7,319.0,25,1,1
7353,1,1,7,7,408.57,25,1,1
7356,0,0,4,8,0.0,31,1,4
7359,1,1,4,7,922.86,16,1,4
7364,1,1,4,10,597.0,15,0,4
7365,0,0,4,5,0.0,16,1,4
7366,1,1,7,5,318.0,31,1,4
7367,1,1,4,6,631.0,14,0,1
7369,1,1,7,8,568.0,10,0,5
7372,0,0,4,5,0.0,16,1,4
7373,1,1,7,8,517.0,15,0,4
7374,1,1,7,8,458.0,31,0,4
7375,1,1,4,5,1099.0,11,0,3
7378,1,1,4,0,680.0,10,0,5
7379,1,1,4,0,631.0,10,0,5
7380,1,1,7,0,328.57,20,1,5
7383,1,1,7,5,696.0,20,0,5
7385,1,1,4,9,657.0,30,0,4
7386,0,0,6,8,744.0,1,1,4
7387,1,1,4,0,0.0,10,1,5
7388,0,0,4,0,0.0,10,1,5
7390,1,1,4,7,968.0,14,0,1
7391,1,1,4,5,824.0,16,0,4
7392,1,1,7,10,487.0,30,0,4
7394,1,1,7,8,436.19,31,1,4
7395,1,1,4,10,680.0,20,0,5
7396,1,1,7,9,517.0,35,1,1
7398,1,1,7,8,399.0,31,0,4
7400,1,1,7,5,487.0,9,0,4
7401,1,1,7,7,916.0,9,0,4
7402,1,1,7,8,399.0,15,0,4
7403,1,1,7,0,316.0,16,0,4
7404,1,1,7,0,295.0,16,0,4
7407,0,0,4,9,549.0,14,1,1
7409,0,0,4,5,788.0,35,1,1
7411,1,1,7,9,517.0,16,0,4
7414,1,1,7,8,521.0,15,0,4
7415,0,0,4,9,0.0,15,1,4
7418,1,1,7,5,442.0,34,0,3
7423,1,1,4,6,666.0,19,0,0
7427,1,1,6,0,744.0,27,0,3
7431,1,1,5,6,463.0,26,0,4
7432,1,1,4,6,666.0,20,0,5
7433,1,1,7,9,362.86,16,1,4
7434,0,0,4,8,563.0,33,1,3
7436,1,1,6,5,744.0,15,0,4
7437,1,1,6,0,665.0,31,0,4
7438,1,1,6,10,545.0,31,0,4
7439,1,1,4,0,635.0,31,0,4
7440,1,1,6,0,744.0,31,0,4
7441,1,1,6,0,721.0,31,0,4
7442,1,1,4,0,852.0,31,0,4
7443,1,1,6,0,744.0,31,0,4
7444,1,1,6,0,859.0,31,0,4
7445,1,1,6,0,744.0,31,0,4
7449,0,0,7,0,376.0,30,1,4
7450,1,1,7,0,517.0,6,0,1
7452,1,1,4,9,692.0,31,0,4
7455,1,1,7,6,475.0,4,0,1
7456,1,1,7,5,399.0,31,0,4
7457,1,1,7,5,487.0,33,0,3
7463,1,1,7,6,521.0,28,0,5
7467,1,1,4,10,626.0,35,0,1
7468,1,1,7,5,437.14,15,1,4
7469,1,1,7,5,549.0,35,0,1
7472,1,1,4,0,968.0,28,0,5
7473,1,1,7,6,345.0,8,0,0
7474,1,1,7,6,517.0,8,0,0
7476,1,1,4,5,1099.0,1,0,4
7479,1,1,6,10,859.0,1,0,4
7481,0,0,7,7,429.0,20,1,5
7484,1,1,6,0,725.0,5,0,3
7486,1,1,6,9,588.0,16,0,4
7491,1,1,4,6,597.0,29,0,2
7492,1,1,4,0,1033.0,15,0,4
7494,0,0,7,8,399.0,8,1,0
7496,1,1,6,10,690.0,26,0,4
7499,1,1,0,7,625.0,20,0,5
7501,1,1,5,10,540.0,14,0,1
7506,1,1,3,4,749.0,33,0,3
7507,1,1,4,6,568.57,15,1,4
7513,1,1,7,7,389.0,3,0,2
7515,1,1,5,0,540.0,33,0,3
7516,1,1,4,10,751.0,34,0,3
7518,1,1,4,6,597.0,16,1,4
7519,1,1,7,0,328.57,20,1,5
7522,1,1,6,8,690.0,35,0,1
7523,1,1,7,9,487.0,14,0,1
7525,1,1,7,8,375.0,1,0,4
7526,1,1,5,8,433.0,33,0,3
7527,1,1,7,10,376.0,30,0,4
7530,1,1,4,5,696.0,25,0,1
7532,1,1,4,5,600.95,27,1,3
7535,1,1,4,7,684.0,30,0,4
7539,1,1,4,9,922.0,33,0,3
7542,1,1,7,6,363.0,8,0,0
7544,1,1,4,6,1099.0,8,0,0
7545,1,1,7,9,437.14,16,1,4
7546,1,1,7,10,353.0,30,0,4
7548,1,1,4,10,600.95,11,1,3
7549,1,1,6,5,885.0,20,0,5
7550,1,1,7,8,696.0,33,0,3
7552,1,1,7,0,376.0,30,0,4
7553,1,1,7,0,517.0,15,0,4
7554,1,1,4,6,0.0,20,0,5
7556,1,1,4,7,999.0,13,1,3
7561,1,1,4,6,563.0,16,1,4
7569,1,1,4,8,605.71,30,1,4
7571,1,1,6,9,744.0,15,0,4
7572,1,1,4,10,545.0,20,0,5
7573,1,1,4,8,631.0,35,0,1
7575,1,1,7,0,362.0,30,1,4
7577,1,1,4,9,599.0,16,0,4
7578,1,1,4,5,701.9,1,1,4
7579,0,0,4,5,999.0,20,1,5
7581,1,1,7,8,336.19,11,1,3
7583,1,1,7,5,549.0,20,0,5
7584,1,1,7,8,399.0,33,0,3
7587,1,1,4,6,560.0,8,0,0
7588,1,1,7,8,533.0,35,1,1
7589,1,1,4,10,751.0,9,0,4
7591,1,1,5,7,599.0,1,0,4
7594,1,1,7,5,0.0,20,1,5
7596,1,1,4,6,641.0,30,0,4
7597,1,1,7,5,291.0,15,0,4
7599,1,1,4,9,852.0,20,0,5
7601,1,1,7,10,474.0,16,0,4
7605,1,1,7,8,579.0,20,0,5
7607,1,1,7,5,399.0,15,0,4
7608,1,1,7,10,399.0,15,0,4
7609,1,1,7,8,399.0,15,0,4
7610,1,1,4,6,654.0,14,0,1
7612,1,1,4,8,599.0,6,0,1
7614,1,1,7,8,368.0,30,0,4
7622,1,1,7,8,259.0,15,0,4
7623,1,1,2,10,388.0,15,0,4
7624,1,1,4,10,692.0,15,0,4
7627,0,0,5,6,0.0,19,1,0
7628,1,1,5,6,0.0,10,1,5
7629,1,1,5,9,625.0,20,0,5
7631,0,0,5,8,540.0,20,1,5
7632,1,1,7,5,499.0,16,0,4
7634,1,1,7,0,376.0,30,0,4
7635,1,1,4,10,666.0,15,0,4
7636,0,0,6,10,588.0,35,1,1
7637,1,1,7,5,499.0,11,0,3
7641,1,1,4,6,680.95,11,1,3
7642,1,1,7,6,399.0,20,0,5
7643,1,1,4,6,597.0,20,0,5
7646,1,1,7,6,352.0,33,0,3
7650,1,1,4,7,657.0,20,0,5
7651,1,1,7,10,437.14,15,1,4
7655,1,1,4,10,654.0,30,0,4
7659,1,1,4,9,597.0,33,0,3
7661,1,1,7,9,487.0,30,0,4
7663,1,1,5,6,399.0,35,0,1
7664,1,1,7,8,459.0,35,0,1
7665,0,0,7,10,0.0,33,1,3
7670,1,1,4,10,582.0,30,0,4
7672,1,1,7,5,685.0,20,0,5
7675,1,1,4,6,651.43,30,1,4
7677,1,1,7,6,599.0,31,0,4
7681,0,0,7,0,0.0,1,1,4
7683,1,1,7,10,484.0,33,0,3
7684,1,1,7,10,517.0,35,0,1
7686,1,1,7,6,475.0,15,1,4
7688,1,1,0,7,665.0,15,0,4
7689,1,1,7,5,685.0,20,0,5
7690,1,1,7,7,266.67,8,1,0
7694,0,0,5,0,463.0,34,1,3
7695,0,0,5,10,469.0,20,1,5
7698,1,1,5,7,599.0,0,0,1
7700,1,1,6,9,588.0,30,0,4
7701,1,1,6,6,744.0,15,0,4
7703,1,1,7,6,0.0,1,1,4
7712,1,1,4,6,759.0,15,0,4
7714,1,1,4,6,654.0,8,0,0
7718,1,1,7,6,345.0,15,0,4
7719,1,1,6,5,744.0,20,0,5
7721,0,0,5,9,0.0,30,1,4
7722,1,1,7,7,534.0,1,0,4
7723,0,0,7,8,696.0,30,1,4
7725,1,1,4,6,654.0,27,0,3
7729,1,1,4,10,626.0,20,0,5
7731,0,0,6,6,859.0,4,1,1
7732,1,1,4,5,597.0,6,0,1
7734,1,1,4,10,894.29,31,1,4
7735,1,1,6,5,771.0,16,0,4
7736,0,0,4,6,0.0,11,1,3
7737,1,1,7,6,0.0,33,1,3
7739,1,1,4,6,631.0,33,0,3
7740,0,0,4,0,856.0,8,1,0
7747,0,0,7,0,549.0,35,1,1
7748,1,1,7,0,452.38,35,1,1
7749,0,0,4,10,0.0,33,1,3
7751,1,1,4,6,563.0,20,1,5
7753,1,1,7,0,376.0,33,0,3
7757,0,0,7,6,442.0,6,1,1
7758,0,0,7,6,459.0,6,1,1
7759,1,1,6,5,744.0,15,0,4
7760,1,1,6,7,885.0,6,0,1
7764,1,1,4,5,563.0,8,0,0
7765,1,1,7,5,345.0,30,0,4
7766,0,0,5,10,463.0,15,1,4
7767,1,1,5,10,595.24,33,1,3
7768,0,0,5,8,432.0,6,1,1
7770,1,1,4,0,682.86,33,1,3
7773,1,1,7,6,0.0,15,1,4
7774,1,1,7,9,442.0,30,0,4
7775,1,1,7,5,429.0,16,0,4
7776,0,0,7,9,0.0,30,1,4
7779,1,1,4,9,570.48,30,1,4
7780,1,1,7,5,549.0,21,0,2
7782,1,1,7,5,380.0,31,1,4
7783,1,1,7,5,568.0,33,0,3
7785,1,1,5,0,540.0,11,0,3
7786,1,1,6,6,708.57,30,1,4
7787,1,1,6,0,744.0,1,0,4
7789,1,1,6,0,859.0,1,0,4
7791,1,1,4,5,0.0,8,0,0
7792,1,1,7,0,280.0,15,0,4
7795,1,1,4,10,801.0,20,0,5
7796,1,1,4,6,751.0,12,0,3
7801,1,1,6,10,625.0,27,0,3
7802,1,1,6,8,744.0,20,0,5
7803,1,1,6,8,807.0,20,0,5
7806,1,1,7,7,562.0,11,0,3
7809,0,0,0,7,665.0,15,1,4
7810,1,1,4,6,626.0,30,0,4
7812,1,1,4,6,939.0,11,1,3
7813,1,1,7,6,363.0,30,0,4
7816,1,1,4,6,597.0,34,0,3
7818,1,1,5,8,294.29,8,1,0
7821,1,1,4,9,1115.0,33,0,3
7823,1,1,7,5,459.0,15,0,4
7824,1,1,7,6,459.0,20,0,5
7827,1,1,4,0,999.0,16,0,4
7828,1,1,4,5,696.0,11,0,3
7829,1,1,4,8,824.0,33,0,3
7830,0,0,4,8,0.0,33,1,3
7832,1,1,4,7,680.0,20,1,5
7833,1,1,7,5,259.0,30,0,4
7834,1,1,7,5,295.0,30,0,4
7835,1,1,7,5,291.0,30,0,4
7836,1,1,7,5,376.0,30,0,4
7839,1,1,7,8,927.62,15,1,4
7840,1,1,4,9,0.0,34,1,3
7841,1,1,7,5,399.0,1,0,4
7843,1,1,7,7,499.0,20,0,5
7844,1,1,6,5,708.57,31,1,4
7845,1,1,7,7,353.0,20,0,5
7850,1,1,7,0,499.0,10,0,5
7855,1,1,4,5,654.0,33,0,3
7856,1,1,4,6,759.0,11,0,3
7857,1,1,6,0,771.0,31,0,4
7858,1,1,4,6,999.0,31,0,4
7861,0,0,7,6,0.0,1,1,4
7863,1,1,7,0,376.0,15,0,4
7864,1,1,4,7,634.29,8,1,0
7870,1,1,6,6,999.0,15,0,4
7871,0,0,4,5,0.0,30,1,4
7872,1,1,4,5,0.0,33,1,3
7874,1,1,6,9,771.0,1,0,4
7876,0,0,4,5,0.0,20,1,5
7878,0,0,4,0,0.0,30,1,4
7884,1,1,4,6,0.0,15,0,4
7886,1,1,4,0,1133.0,30,0,4
7887,0,0,5,7,0.0,15,1,4
7890,0,0,7,5,0.0,30,1,4
7891,1,1,7,6,462.0,20,0,5
7894,0,0,5,8,0.0,15,1,4
7895,1,1,7,6,358.1,31,1,4
7896,0,0,4,6,1112.0,15,1,4
7897,1,1,5,9,0.0,30,1,4
7903,1,1,4,5,0.0,1,1,4
7904,1,1,2,10,388.0,20,0,5
7905,0,0,4,6,0.0,33,1,3
7906,1,1,4,7,597.0,1,0,4
7907,1,1,7,8,399.0,28,0,5
7909,1,1,4,6,722.86,25,1,1
7910,1,1,4,6,634.29,20,1,5
7913,1,1,4,0,759.0,1,0,4
7916,1,1,7,6,459.0,35,0,1
7917,1,1,4,0,824.0,11,0,3
7920,1,1,6,10,785.71,11,1,3
7921,1,1,6,8,744.0,20,0,5
7922,1,1,7,7,487.0,20,0,5
7927,0,0,6,0,690.0,31,1,4
7929,1,1,7,0,442.0,30,0,4
7930,1,1,7,0,517.0,11,0,3
7934,1,1,7,7,475.0,31,1,4
7935,1,1,7,0,492.38,11,1,3
7936,0,0,4,7,0.0,31,1,4
7938,0,0,4,6,1112.0,6,1,1
7943,1,1,4,6,495.0,8,0,0
7947,1,1,4,7,725.0,15,1,4
7949,0,0,6,10,721.0,31,1,4
7955,1,1,7,8,399.0,33,0,3
7957,1,1,7,9,487.0,12,0,3
7960,0,0,7,8,0.0,15,1,4
7963,0,0,4,5,1112.0,20,1,5
7965,0,0,6,10,0.0,31,1,4
7966,1,1,7,0,399.0,33,0,3
7967,0,0,5,10,0.0,35,1,1
7968,0,0,7,5,271.0,16,1,4
7971,0,0,4,6,0.0,11,1,3
7972,1,1,6,5,885.0,33,0,3
7974,1,1,7,8,319.0,1,1,4
7975,1,1,7,6,495.0,28,0,5
7976,0,0,7,7,406.0,30,1,4
7977,0,0,7,7,511.0,30,1,4
7978,1,1,5,10,540.0,20,0,5
7980,1,1,4,6,654.0,35,0,1
7981,1,1,7,10,399.0,35,0,1
7982,1,1,6,8,842.86,33,1,3
7983,0,0,7,10,0.0,33,1,3
7985,1,1,7,10,463.81,33,1,3
7987,1,1,7,9,419.0,10,0,5
7988,1,1,4,0,788.0,20,0,5
7989,1,1,6,10,0.0,31,1,4
7990,1,1,6,0,825.0,20,0,5
7996,1,1,6,0,744.0,20,1,5
7998,1,1,4,9,788.0,8,0,0
8000,1,1,4,10,751.0,33,0,3
8001,0,0,4,0,626.0,15,1,4
8002,1,1,4,10,1099.0,15,1,4
8008,1,1,6,5,690.0,33,0,3
8010,1,1,4,10,1083.04,20,1,5
8011,1,1,4,5,597.0,16,0,4
8013,1,1,4,7,0.0,19,1,0
8015,1,1,4,10,654.0,27,0,3
8017,1,1,4,7,1090.18,19,1,0
8019,1,1,5,5,599.0,28,0,5
8022,1,1,7,6,399.0,20,1,5
8025,1,1,6,9,807.0,8,0,0
8026,0,0,7,7,280.0,16,1,4
8028,1,1,4,5,563.0,25,0,1
8029,1,1,6,8,859.0,28,0,5
8030,1,1,7,6,534.0,30,1,4
8034,1,1,7,10,382.0,15,0,4
8036,1,1,5,10,391.0,8,0,0
8037,1,1,5,5,493.0,35,0,1
8038,1,1,4,7,540.95,26,1,4
8039,1,1,7,0,459.0,30,0,4
8040,0,0,7,10,432.0,30,1,4
8045,1,1,7,7,487.0,19,1,0
8048,1,1,7,7,333.0,16,0,4
8050,1,1,7,9,0.0,20,1,5
8053,1,1,4,8,1105.36,8,1,0
8056,1,1,4,8,793.33,27,1,3
8057,1,1,4,6,1099.0,25,0,1
8061,1,1,7,10,549.0,20,0,5
8062,1,1,7,10,484.0,10,1,5
8067,1,1,7,9,376.0,27,0,3
8072,1,1,6,7,771.0,15,0,4
8073,1,1,7,9,345.0,33,0,3
8074,1,1,4,9,499.0,33,0,3
8081,1,1,7,8,517.0,15,0,4
8085,1,1,4,10,654.0,34,1,3
8086,1,1,4,9,654.0,20,0,5
8087,1,1,7,7,459.0,31,0,4
8088,1,1,7,7,399.0,31,0,4
8089,1,1,7,10,380.0,15,1,4
8092,1,1,5,10,493.0,15,0,4
8093,0,0,4,6,653.0,28,1,5
8094,1,1,7,5,517.0,20,0,5
8098,1,1,7,8,295.0,15,0,4
8099,0,0,5,9,0.0,15,1,4
8100,1,1,6,5,690.0,20,0,5
8106,1,1,4,6,563.0,2,0,2
8111,1,1,6,7,771.0,1,0,4
8113,1,1,2,8,845.0,8,0,0
8114,1,1,4,0,0.0,13,0,3
8115,0,1,5,8,0.0,30,1,4
8116,1,1,7,8,399.0,20,0,5
8119,0,0,5,8,0.0,6,1,1
8120,1,1,4,9,666.0,27,0,3
8121,1,1,4,6,0.0,12,0,3
8122,1,1,4,9,654.0,27,0,3
8123,1,1,4,9,852.0,6,0,1
8124,1,1,7,0,460.96,10,1,5
8125,1,1,4,9,0.0,12,0,3
8128,1,1,7,8,399.0,15,0,4
8129,1,1,7,5,399.0,15,0,4
8130,1,1,7,6,495.0,35,1,1
8131,1,1,7,8,318.0,3,0,2
8132,1,1,7,8,517.0,16,0,4
8135,1,1,7,9,463.81,33,1,3
8136,1,1,7,5,458.0,28,0,5
8137,1,1,7,10,376.0,30,0,4
8138,1,1,7,8,517.0,20,0,5
8139,1,1,4,8,626.0,10,0,5
8140,1,1,4,0,1121.43,35,1,1
8141,1,1,7,9,662.86,16,1,4
8142,1,1,6,7,885.0,27,0,3
8144,1,1,6,5,807.0,20,0,5
8145,0,0,4,0,0.0,35,1,1
8150,1,1,6,5,0.0,20,1,5
8152,1,1,7,8,399.0,3,0,2
8153,1,1,1,5,377.0,30,0,4
8158,1,1,7,5,259.0,15,0,4
8159,1,1,7,5,280.0,15,0,4
8160,1,1,7,5,363.0,15,0,4
8163,1,1,7,6,399.0,20,0,5
8164,1,1,4,8,690.48,30,1,4
8166,1,1,7,5,499.0,15,0,4
8170,0,0,4,9,788.0,20,1,5
8171,0,0,7,7,353.0,20,1,5
8173,1,1,7,5,487.0,3,0,2
8174,1,1,7,0,634.29,20,1,5
8175,1,1,4,7,1115.0,27,0,3
8176,1,1,4,9,551.0,11,0,3
8181,1,1,4,7,967.0,10,0,5
8182,0,0,7,9,0.0,31,1,4
8184,1,1,7,10,0.0,20,1,5
8187,1,1,7,8,459.0,31,1,4
8188,1,1,7,8,499.0,20,1,5
8189,0,0,7,6,0.0,20,1,5
8200,0,0,7,0,0.0,30,1,4
8202,1,1,7,6,376.0,15,0,4
8203,0,0,7,8,0.0,20,1,5
8204,1,1,4,0,654.0,33,0,3
8205,1,1,6,0,744.0,20,0,5
8207,1,1,7,7,399.0,28,0,5
8208,1,1,5,5,474.11,16,1,4
8210,1,1,4,6,654.0,35,0,1
8212,1,1,4,10,626.0,31,0,4
8215,0,0,4,6,0.0,33,1,3
8219,1,1,7,6,345.0,1,0,4
8220,1,1,4,8,666.0,15,1,4
8222,1,1,4,7,636.0,33,0,3
8225,0,0,7,8,0.0,35,1,1
8230,0,0,4,0,0.0,1,1,4
8231,1,1,6,8,899.0,20,0,5
8234,1,1,7,10,459.0,31,0,4
8235,1,1,4,10,654.0,15,0,4
8237,1,1,4,6,563.0,12,0,3
8239,0,0,7,10,0.0,31,1,4
8246,1,1,4,6,734.29,30,1,4
8247,1,1,7,10,380.0,15,1,4
8248,1,1,4,5,969.0,34,1,3
8252,1,1,4,8,696.0,20,0,5
8253,1,1,4,5,660.0,11,0,3
8254,1,1,3,4,856.19,20,1,5
8256,1,1,5,0,540.0,10,0,5
8257,1,1,4,9,852.0,28,1,5
8258,1,1,4,8,1115.0,29,1,2
8260,1,1,4,7,790.0,10,0,5
8262,1,1,4,7,969.0,33,1,3
8265,1,1,7,5,0.0,15,1,4
8270,1,1,6,6,744.0,31,0,4
8273,0,0,4,7,0.0,25,1,1
8274,0,0,7,6,0.0,27,1,3
8275,0,0,7,6,0.0,27,1,3
8277,1,1,7,9,362.0,35,0,1
8283,1,1,6,6,744.0,30,0,4
8286,1,1,4,5,824.0,3,0,2
8287,1,1,4,8,0.0,20,1,5
8291,1,1,5,6,518.0,20,0,5
8292,0,0,4,7,0.0,25,1,1
8294,1,1,7,8,487.0,33,0,3
8296,1,1,7,5,568.0,27,0,3
8297,1,1,7,7,345.0,28,0,5
8299,1,1,7,6,459.0,34,0,3
8301,1,1,6,8,771.0,15,0,4
8302,1,1,4,6,995.0,15,0,4
8303,1,1,4,10,751.0,12,0,3
8304,1,1,7,6,499.0,35,0,1
8307,1,1,6,5,725.0,15,0,4
8310,1,1,4,9,715.0,11,0,3
8311,1,1,6,10,690.48,15,1,4
8314,1,1,4,0,666.0,20,0,5
8315,1,1,7,9,448.57,16,1,4
8317,1,1,5,6,518.0,35,0,1
8319,1,1,4,0,563.0,20,0,5
8321,1,1,7,8,283.0,15,0,4
8322,1,1,4,7,568.57,33,1,3
8325,1,1,7,5,442.0,16,1,4
8326,1,1,7,6,487.0,1,0,4
8328,1,1,6,5,771.0,20,0,5
8330,1,1,7,8,399.0,14,0,1
8331,1,1,6,6,744.0,20,0,5
8332,1,1,4,6,852.0,1,1,4
8338,1,1,4,8,692.0,30,0,4
8342,1,1,7,8,521.0,33,0,3
